               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.051094,            0.013464,                   0,             0.46397,             0.94151,             0.48271,             0.24238,            0.041273,            0.010941,                   0,           0.0079297,           0.0079297,             0.02813
                  17,            0.049958,            0.013798,                   0,             0.51473,             0.81287,             0.56436,             0.30267,            0.043313,           0.0098569,                   0,           0.0083899,           0.0083899,             0.02389
                  18,            0.051114,             0.01277,                   0,             0.46124,             0.80702,             0.51899,              0.2866,            0.043799,            0.010022,                   0,           0.0088489,           0.0088489,            0.019649
                  19,            0.050621,            0.012997,                   0,             0.43609,             0.91805,             0.42654,             0.22134,            0.040634,            0.010835,                   0,           0.0093066,           0.0093066,            0.015407
                  20,            0.049712,            0.013428,                   0,             0.43777,             0.90058,             0.43608,             0.23201,            0.039768,            0.010609,                   0,            0.009763,            0.009763,            0.011163
                  21,            0.046061,            0.012779,                   0,             0.51637,             0.86165,             0.59809,             0.34887,            0.037724,           0.0096254,                   0,           0.0098916,           0.0098916,           0.0098916
                  22,            0.046053,            0.013169,                   0,             0.75455,             0.76608,             0.82944,             0.50917,            0.037305,           0.0091878,                   0,           0.0098916,           0.0098916,           0.0098916
                  23,            0.044067,            0.012546,                   0,             0.81491,             0.80702,             0.85476,             0.53282,            0.035883,           0.0091127,                   0,           0.0098811,           0.0098811,           0.0098811
                  24,              0.0448,            0.012518,                   0,             0.50988,             0.84211,             0.64884,             0.41068,            0.035568,           0.0094804,                   0,           0.0098701,           0.0098701,           0.0098701
                  25,             0.04219,            0.013001,                   0,             0.72636,              0.7193,             0.74058,             0.44662,            0.036068,           0.0094429,                   0,           0.0098586,           0.0098586,           0.0098586
                  26,            0.042343,            0.012768,                   0,             0.46645,             0.85889,              0.4956,              0.3314,            0.032773,           0.0096922,                   0,           0.0098467,           0.0098467,           0.0098467
                  27,              0.0417,            0.012349,                   0,             0.44307,             0.93567,             0.44727,             0.29458,            0.034974,            0.010473,                   0,           0.0098342,           0.0098342,           0.0098342
                  28,             0.04085,            0.012667,                   0,             0.48862,             0.88304,             0.49868,             0.30414,             0.03532,            0.009459,                   0,           0.0098213,           0.0098213,           0.0098213
                  29,            0.039563,            0.012786,                   0,               0.486,             0.92896,             0.48357,             0.30852,            0.035277,           0.0095138,                   0,           0.0098079,           0.0098079,           0.0098079
                  30,            0.040153,            0.012622,                   0,             0.65039,             0.81871,             0.70301,             0.41765,            0.037352,           0.0090125,                   0,           0.0097941,           0.0097941,           0.0097941
                  31,            0.039567,             0.01246,                   0,             0.47746,             0.92977,             0.51347,             0.33053,            0.034212,           0.0095803,                   0,           0.0097798,           0.0097798,           0.0097798
                  32,            0.039198,            0.012517,                   0,             0.46445,             0.88304,             0.46029,             0.29691,            0.034841,            0.010151,                   0,            0.009765,            0.009765,            0.009765
                  33,            0.036882,             0.01239,                   0,             0.44251,             0.92398,              0.4421,             0.29427,             0.03234,            0.010243,                   0,           0.0097497,           0.0097497,           0.0097497
                  34,            0.039058,             0.01278,                   0,             0.46842,             0.91228,             0.47719,             0.32335,            0.031908,            0.009585,                   0,            0.009734,            0.009734,            0.009734
                  35,            0.037873,            0.012887,                   0,             0.46239,             0.90643,             0.47961,             0.33101,            0.031906,           0.0093839,                   0,           0.0097178,           0.0097178,           0.0097178
                  36,            0.037081,             0.01196,                   0,              0.5321,             0.81135,             0.55829,             0.36403,            0.032174,           0.0091549,                   0,           0.0097011,           0.0097011,           0.0097011
                  37,            0.038846,            0.012446,                   0,             0.43152,             0.90643,             0.46123,             0.29116,            0.033245,            0.010343,                   0,            0.009684,            0.009684,            0.009684
                  38,            0.036738,            0.012372,                   0,             0.52362,             0.88889,             0.54567,             0.36248,            0.031475,           0.0094859,                   0,           0.0096664,           0.0096664,           0.0096664
                  39,            0.036799,            0.011892,                   0,             0.62026,             0.77778,             0.66671,             0.46543,            0.030392,           0.0092261,                   0,           0.0096484,           0.0096484,           0.0096484
                  40,            0.035552,            0.012632,                   0,             0.48555,             0.88864,             0.54253,              0.3546,            0.032506,           0.0093038,                   0,           0.0096299,           0.0096299,           0.0096299
                  41,            0.037569,            0.012179,                   0,             0.45689,             0.92982,             0.50028,             0.32853,            0.032819,           0.0096219,                   0,            0.009611,            0.009611,            0.009611
                  42,            0.037248,            0.011729,                   0,             0.49803,              0.8297,             0.61115,             0.40927,            0.031731,           0.0095376,                   0,           0.0095916,           0.0095916,           0.0095916
                  43,            0.035891,            0.012175,                   0,             0.46979,             0.91195,              0.5652,             0.38338,            0.030668,           0.0096498,                   0,           0.0095717,           0.0095717,           0.0095717
                  44,            0.035146,            0.011565,                   0,             0.46974,             0.81871,             0.60255,             0.43562,            0.030223,            0.009585,                   0,           0.0095514,           0.0095514,           0.0095514
                  45,            0.035047,            0.012376,                   0,             0.63185,             0.68421,             0.71223,             0.49565,            0.028154,           0.0090278,                   0,           0.0095307,           0.0095307,           0.0095307
                  46,             0.03501,            0.012022,                   0,             0.47442,             0.92378,             0.58455,             0.40609,            0.030155,            0.009361,                   0,           0.0095095,           0.0095095,           0.0095095
                  47,            0.033454,            0.012042,                   0,             0.49613,             0.87719,             0.52126,             0.35565,             0.03034,           0.0095483,                   0,           0.0094879,           0.0094879,           0.0094879
                  48,            0.033761,             0.01178,                   0,             0.47834,             0.91813,             0.50675,             0.36206,            0.028901,           0.0094855,                   0,           0.0094659,           0.0094659,           0.0094659
                  49,            0.033853,            0.011604,                   0,             0.47373,             0.90058,             0.58623,             0.42115,            0.029357,           0.0093078,                   0,           0.0094434,           0.0094434,           0.0094434
                  50,            0.034759,            0.011558,                   0,             0.51536,             0.87135,             0.62234,             0.41405,            0.030402,           0.0092543,                   0,           0.0094205,           0.0094205,           0.0094205
                  51,            0.034623,            0.011826,                   0,             0.48086,             0.88292,             0.53534,             0.37035,            0.029816,           0.0091831,                   0,           0.0093971,           0.0093971,           0.0093971
                  52,            0.034673,             0.01183,                   0,             0.48771,             0.94089,             0.56265,             0.38203,            0.031171,           0.0089489,                   0,           0.0093733,           0.0093733,           0.0093733
                  53,             0.03364,            0.011954,                   0,             0.49838,             0.95322,             0.56031,             0.39001,            0.028652,           0.0092069,                   0,           0.0093491,           0.0093491,           0.0093491
                  54,            0.032975,            0.011639,                   0,             0.44501,             0.94718,             0.48211,             0.33878,            0.028671,            0.010202,                   0,           0.0093245,           0.0093245,           0.0093245
                  55,            0.032019,            0.011482,                   0,             0.46321,             0.95882,             0.50869,             0.35444,            0.030567,            0.009681,                   0,           0.0092995,           0.0092995,           0.0092995
                  56,            0.033578,            0.011827,                   0,             0.46454,             0.88304,              0.4729,             0.32678,            0.030213,            0.009936,                   0,            0.009274,            0.009274,            0.009274
                  57,            0.032529,            0.011579,                   0,             0.47293,             0.92398,             0.55355,              0.3974,            0.030148,           0.0094829,                   0,           0.0092481,           0.0092481,           0.0092481
                  58,            0.032784,            0.011378,                   0,             0.50684,             0.85945,             0.54125,             0.38649,            0.027466,           0.0090408,                   0,           0.0092219,           0.0092219,           0.0092219
                  59,            0.032552,             0.01111,                   0,             0.54171,             0.79494,             0.58395,             0.39508,            0.028315,           0.0091327,                   0,           0.0091952,           0.0091952,           0.0091952
                  60,            0.031888,            0.011624,                   0,             0.54312,             0.77193,             0.57514,             0.40941,            0.028383,           0.0095531,                   0,           0.0091681,           0.0091681,           0.0091681
                  61,              0.0327,            0.011308,                   0,             0.47034,             0.88889,             0.56285,             0.40973,            0.028989,           0.0094756,                   0,           0.0091406,           0.0091406,           0.0091406
                  62,            0.031675,            0.011801,                   0,             0.41231,             0.93567,             0.41838,             0.28097,            0.031454,            0.011116,                   0,           0.0091127,           0.0091127,           0.0091127
                  63,            0.032182,            0.011241,                   0,             0.49686,             0.94709,             0.58574,             0.42151,             0.02794,           0.0090932,                   0,           0.0090844,           0.0090844,           0.0090844
                  64,            0.031345,              0.0116,                   0,             0.44884,             0.92387,             0.51549,              0.3634,            0.028581,           0.0098101,                   0,           0.0090557,           0.0090557,           0.0090557
                  65,            0.032821,            0.011276,                   0,             0.45202,             0.88889,             0.48576,             0.34084,            0.031066,            0.010382,                   0,           0.0090266,           0.0090266,           0.0090266
                  66,            0.031027,            0.011321,                   0,             0.48413,             0.90006,             0.49751,             0.35221,            0.028432,           0.0094314,                   0,           0.0089972,           0.0089972,           0.0089972
                  67,            0.030688,            0.011359,                   0,             0.58918,             0.77193,             0.60112,              0.4357,            0.026684,           0.0090134,                   0,           0.0089673,           0.0089673,           0.0089673
                  68,            0.030501,            0.011207,                   0,             0.52325,             0.90643,              0.6118,             0.43731,            0.026723,           0.0088667,                   0,           0.0089371,           0.0089371,           0.0089371
                  69,            0.030728,            0.010901,                   0,             0.46867,             0.90058,             0.60297,             0.41437,             0.02877,           0.0098147,                   0,           0.0089065,           0.0089065,           0.0089065
                  70,            0.031719,            0.010683,                   0,             0.48082,             0.80702,             0.52587,             0.35913,            0.029481,            0.010758,                   0,           0.0088755,           0.0088755,           0.0088755
                  71,            0.031175,             0.01144,                   0,             0.43118,             0.90058,             0.44053,             0.30858,            0.029144,            0.010623,                   0,           0.0088442,           0.0088442,           0.0088442
                  72,            0.031005,            0.011494,                   0,             0.45904,              0.8538,             0.46907,             0.33067,            0.029858,            0.010421,                   0,           0.0088124,           0.0088124,           0.0088124
                  73,             0.02962,            0.011042,                   0,             0.49312,             0.84211,             0.57111,             0.40716,            0.029672,            0.010021,                   0,           0.0087804,           0.0087804,           0.0087804
                  74,            0.030883,            0.011011,                   0,             0.56387,             0.82456,              0.6556,             0.46937,            0.028564,           0.0093756,                   0,           0.0087479,           0.0087479,           0.0087479
                  75,            0.030065,            0.010932,                   0,             0.50202,             0.85965,             0.54978,             0.38417,            0.029335,           0.0095508,                   0,           0.0087151,           0.0087151,           0.0087151
                  76,            0.030334,            0.010722,                   0,             0.44409,             0.92968,              0.4785,               0.319,            0.029898,            0.010861,                   0,            0.008682,            0.008682,            0.008682
                  77,            0.029359,            0.010783,                   0,             0.51422,             0.83626,             0.61338,             0.44358,            0.028177,           0.0096563,                   0,           0.0086485,           0.0086485,           0.0086485
                  78,            0.030399,            0.010841,                   0,             0.46211,             0.89474,             0.54843,             0.38143,            0.030013,            0.010696,                   0,           0.0086146,           0.0086146,           0.0086146
                  79,            0.030071,            0.011179,                   0,             0.49077,             0.81287,             0.50626,             0.35631,            0.029287,            0.010272,                   0,           0.0085805,           0.0085805,           0.0085805
                  80,            0.029198,            0.010744,                   0,             0.45631,             0.90058,             0.57076,             0.39203,            0.028763,            0.010357,                   0,           0.0085459,           0.0085459,           0.0085459
                  81,            0.028744,            0.010561,                   0,             0.41183,             0.87719,             0.44774,             0.31432,            0.031075,            0.012681,                   0,           0.0085111,           0.0085111,           0.0085111
                  82,            0.029584,            0.010402,                   0,             0.42566,             0.91228,             0.47423,             0.34144,            0.029781,            0.011397,                   0,           0.0084759,           0.0084759,           0.0084759
                  83,            0.029472,            0.010252,                   0,             0.52246,             0.81255,               0.604,             0.42311,            0.029146,           0.0096338,                   0,           0.0084404,           0.0084404,           0.0084404
                  84,            0.029355,            0.010744,                   0,             0.49278,             0.81812,             0.51911,             0.36734,            0.030159,            0.010543,                   0,           0.0084046,           0.0084046,           0.0084046
                  85,            0.028475,            0.010519,                   0,             0.48588,             0.90638,             0.58501,             0.40529,            0.029756,           0.0098361,                   0,           0.0083684,           0.0083684,           0.0083684
                  86,            0.028375,            0.010574,                   0,             0.48714,             0.79532,               0.541,             0.37349,            0.029261,            0.010036,                   0,           0.0083319,           0.0083319,           0.0083319
                  87,              0.0282,            0.010746,                   0,              0.4443,             0.91173,             0.52072,             0.37213,            0.029028,            0.010537,                   0,           0.0082952,           0.0082952,           0.0082952
                  88,            0.027418,            0.010158,                   0,             0.40628,             0.88889,             0.42683,             0.29567,            0.031217,            0.012757,                   0,           0.0082581,           0.0082581,           0.0082581
                  89,            0.028111,            0.010754,                   0,             0.47179,             0.89474,             0.53404,             0.38218,            0.028623,           0.0099884,                   0,           0.0082207,           0.0082207,           0.0082207
                  90,            0.029222,            0.010555,                   0,             0.52699,             0.83041,             0.59616,             0.42999,            0.026891,           0.0097132,                   0,            0.008183,            0.008183,            0.008183
                  91,            0.028364,            0.010434,                   0,             0.55508,             0.79525,             0.58641,             0.42302,            0.026406,           0.0098097,                   0,            0.008145,            0.008145,            0.008145
                  92,            0.028643,            0.010425,                   0,             0.55358,             0.84211,             0.65455,             0.46726,            0.026174,           0.0093651,                   0,           0.0081068,           0.0081068,           0.0081068
                  93,            0.026964,           0.0098779,                   0,             0.50336,             0.83041,             0.59438,             0.43587,            0.027053,            0.010467,                   0,           0.0080682,           0.0080682,           0.0080682
                  94,            0.026529,           0.0099098,                   0,             0.53739,             0.75404,             0.60876,             0.44407,            0.027955,            0.010181,                   0,           0.0080294,           0.0080294,           0.0080294
                  95,            0.026975,           0.0099713,                   0,             0.48769,             0.82391,             0.50849,             0.36832,            0.028124,            0.011073,                   0,           0.0079903,           0.0079903,           0.0079903
                  96,            0.026633,           0.0095865,                   0,             0.48692,             0.88889,             0.51569,             0.36929,            0.027907,            0.010687,                   0,           0.0079509,           0.0079509,           0.0079509
                  97,            0.027088,           0.0098327,                   0,             0.56873,             0.74806,             0.61777,             0.44594,            0.027761,            0.010684,                   0,           0.0079112,           0.0079112,           0.0079112
                  98,            0.027085,           0.0098139,                   0,             0.48317,             0.77193,              0.5658,             0.40736,            0.028142,            0.011016,                   0,           0.0078713,           0.0078713,           0.0078713
                  99,            0.026186,           0.0097473,                   0,             0.54488,             0.77014,             0.62303,             0.45477,            0.026434,            0.010652,                   0,           0.0078311,           0.0078311,           0.0078311
                 100,            0.027361,           0.0097815,                   0,             0.43701,             0.85794,             0.45925,             0.32964,            0.029492,            0.012133,                   0,           0.0077907,           0.0077907,           0.0077907
                 101,            0.026377,            0.010151,                   0,             0.47751,             0.81238,             0.55006,              0.4049,            0.028091,            0.011244,                   0,             0.00775,             0.00775,             0.00775
                 102,            0.027439,           0.0097034,                   0,             0.48992,             0.87135,             0.57079,             0.39349,            0.028983,            0.010024,                   0,           0.0077091,           0.0077091,           0.0077091
                 103,            0.025756,           0.0092902,                   0,             0.59313,             0.81841,             0.63384,               0.442,            0.027547,           0.0093706,                   0,           0.0076679,           0.0076679,           0.0076679
                 104,             0.02565,           0.0096038,                   0,              0.5484,             0.82456,             0.60519,             0.43418,            0.028952,            0.010478,                   0,           0.0076265,           0.0076265,           0.0076265
                 105,            0.025596,           0.0099521,                   0,             0.43715,             0.91813,             0.46268,             0.32164,            0.030515,            0.012388,                   0,           0.0075848,           0.0075848,           0.0075848
                 106,            0.026569,           0.0096203,                   0,             0.43886,             0.92398,              0.4816,             0.33517,            0.030749,            0.012063,                   0,            0.007543,            0.007543,            0.007543
                 107,            0.025937,           0.0095019,                   0,             0.42292,             0.83571,             0.45635,             0.31005,            0.030733,            0.012125,                   0,           0.0075009,           0.0075009,           0.0075009
                 108,            0.026149,            0.009548,                   0,             0.67674,             0.63743,              0.6773,             0.48628,            0.027322,           0.0094914,                   0,           0.0074585,           0.0074585,           0.0074585
                 109,            0.026012,           0.0094542,                   0,             0.60711,             0.69591,             0.66829,              0.4974,            0.026597,           0.0096677,                   0,            0.007416,            0.007416,            0.007416
                 110,            0.025297,           0.0091019,                   0,              0.4579,             0.83626,             0.48125,              0.3563,             0.02874,            0.011657,                   0,           0.0073733,           0.0073733,           0.0073733
                 111,            0.026063,           0.0097322,                   0,             0.51916,             0.87133,             0.65364,             0.48535,            0.025645,           0.0090742,                   0,           0.0073303,           0.0073303,           0.0073303
                 112,            0.025206,            0.009413,                   0,             0.47916,             0.87719,             0.55036,             0.38986,            0.028134,            0.010599,                   0,           0.0072872,           0.0072872,           0.0072872
                 113,              0.0255,           0.0090895,                   0,             0.47755,              0.8538,             0.51209,             0.36825,            0.028276,            0.011265,                   0,           0.0072438,           0.0072438,           0.0072438
                 114,            0.025042,           0.0092289,                   0,             0.59211,             0.70175,             0.61518,             0.43318,            0.026209,            0.010158,                   0,           0.0072003,           0.0072003,           0.0072003
                 115,            0.025604,           0.0091489,                   0,             0.43588,             0.84211,             0.48441,             0.33583,            0.028785,            0.012471,                   0,           0.0071566,           0.0071566,           0.0071566
                 116,            0.024428,            0.008741,                   0,             0.43849,             0.88304,             0.48543,             0.34624,            0.028602,            0.012452,                   0,           0.0071127,           0.0071127,           0.0071127
                 117,            0.024582,           0.0087931,                   0,             0.47044,             0.89474,             0.55742,             0.40002,            0.027673,            0.011361,                   0,           0.0070686,           0.0070686,           0.0070686
                 118,            0.024078,           0.0087547,                   0,             0.46433,             0.84211,             0.52439,             0.38798,            0.027122,            0.011353,                   0,           0.0070243,           0.0070243,           0.0070243
                 119,            0.024119,           0.0091567,                   0,             0.45099,              0.8407,             0.49411,             0.36009,            0.029798,            0.012386,                   0,           0.0069799,           0.0069799,           0.0069799
                 120,            0.023871,           0.0087425,                   0,              0.4569,             0.87572,             0.54597,             0.40016,            0.028239,            0.012037,                   0,           0.0069353,           0.0069353,           0.0069353
                 121,            0.024949,           0.0087595,                   0,             0.49038,             0.78947,             0.54246,              0.3961,            0.027819,            0.011543,                   0,           0.0068906,           0.0068906,           0.0068906
                 122,            0.023975,           0.0091211,                   0,             0.55282,             0.79525,             0.64026,             0.47033,            0.026459,            0.010083,                   0,           0.0068457,           0.0068457,           0.0068457
                 123,            0.023212,           0.0087255,                   0,             0.44199,              0.8538,             0.50257,             0.35672,            0.026655,             0.01192,                   0,           0.0068006,           0.0068006,           0.0068006
